sáb mai 11 02:28:55 -03 2019
Experiment;Threads;Add;Remove;Contains;Population
RandomHoHContainsLockFreeList;14;32591;32763;32568;4960
RandomHoHContainsLockFreeList;14;29526;29137;29404;5024
RandomHoHContainsLockFreeList;14;29321;29096;28941;4968
RandomHoHContainsLockFreeList;14;33060;33258;33179;4867
RandomHoHContainsLockFreeList;14;30985;30926;31120;4967
RandomHoHContainsLockFreeList;14;30062;30284;30295;5042
RandomHoHContainsLockFreeList;14;29604;29659;29427;4967
RandomHoHContainsLockFreeList;14;34643;34796;34506;5053
RandomHoHContainsLockFreeList;14;29865;29891;29726;4953
RandomHoHContainsLockFreeList;14;29552;29651;29635;4949
RandomHoHContainsLockFreeList;14;29439;29582;29684;5069
RandomHoHContainsLockFreeList;14;34769;34802;34867;4964
RandomHoHContainsLockFreeList;14;29579;29348;29621;5034
RandomHoHContainsLockFreeList;14;29129;29270;29324;5023
RandomHoHContainsLockFreeList;14;32943;32745;32666;4956
RandomHoHContainsLockFreeList;14;31316;31313;31125;4983
RandomHoHContainsLockFreeList;14;30211;30390;29591;5004
RandomHoHContainsLockFreeList;14;29853;29521;29677;5058
RandomHoHContainsLockFreeList;14;33799;33807;34250;4997
RandomHoHContainsLockFreeList;14;30158;30020;30290;5017
RandomHoHContainsLockFreeList;14;29235;29215;29597;5083
RandomHoHContainsLockFreeList (Mean);14;30474;30493;30510;4907
Experiment;Threads;Add;Remove;Contains;Population
RandomHoHContainsLockFreeList;16;0;0;0;0
RandomHoHContainsLockFreeList;16;38712;38311;38643;4989
RandomHoHContainsLockFreeList;16;29864;29488;29527;5104
RandomHoHContainsLockFreeList;16;30223;29840;30114;5122
RandomHoHContainsLockFreeList;16;29570;29156;29626;5037
RandomHoHContainsLockFreeList;16;34476;34673;34695;4977
RandomHoHContainsLockFreeList;16;30272;30457;30059;5010
RandomHoHContainsLockFreeList;16;29883;29425;29576;5071
RandomHoHContainsLockFreeList;16;32550;32625;32699;5008
RandomHoHContainsLockFreeList;16;31577;32070;31491;4976
RandomHoHContainsLockFreeList;16;29851;29575;29622;4999
RandomHoHContainsLockFreeList;16;29668;29417;29636;5043
RandomHoHContainsLockFreeList;16;34106;34546;34528;4922
RandomHoHContainsLockFreeList;16;30838;30732;30468;4954
RandomHoHContainsLockFreeList;16;29610;29799;29970;5025
RandomHoHContainsLockFreeList;16;29765;29716;29957;4934
RandomHoHContainsLockFreeList;16;35045;34961;34907;5078
RandomHoHContainsLockFreeList;16;29839;29766;29895;4992
RandomHoHContainsLockFreeList;16;29857;29491;29552;5009
RandomHoHContainsLockFreeList;16;33490;33806;33503;4866
RandomHoHContainsLockFreeList;16;31407;31253;31089;5053
RandomHoHContainsLockFreeList;16;29941;30692;30205;4932
RandomHoHContainsLockFreeList;16;29769;29441;29618;5065
RandomHoHContainsLockFreeList;16;34849;34627;34665;5013
RandomHoHContainsLockFreeList;16;29915;30082;30258;5045
RandomHoHContainsLockFreeList;16;29925;29963;29731;4940
RandomHoHContainsLockFreeList;16;30246;30013;29964;5000
RandomHoHContainsLockFreeList;16;34464;34842;34956;4972
RandomHoHContainsLockFreeList;16;30032;29845;29904;5068
RandomHoHContainsLockFreeList;16;30000;29933;30070;5049
