qua mai  1 16:21:22 -03 2019
Experiment;Threads;Add;Remove;Contains;Population
CoarseList;21;24377;30064;27088;3151
CoarseList;21;35544;40799;28811;5439
CoarseList;21;29508;22688;17266;5932
CoarseList;21;26416;21649;20719;6193
CoarseList;21;24300;23930;24788;4740
CoarseList;21;30409;19560;20128;6760
CoarseList;21;23194;18693;21661;4704
CoarseList;21;28693;19380;22383;6102
CoarseList;21;21687;18256;25852;5172
CoarseList;21;26209;20413;21996;5877
CoarseList;21;23398;17993;22055;5693
CoarseList;21;27066;20096;17031;5754
CoarseList;21;26288;23033;21160;5249
CoarseList;21;26505;21644;21471;5618
CoarseList;21;24800;13823;20903;6355
CoarseList;21;23111;19572;17156;4691
CoarseList;21;25454;21265;20468;5237
CoarseList;21;24107;15653;22489;5605
CoarseList;21;26745;26578;19866;4909
CoarseList;21;29291;30394;21981;4558
CoarseList;21;29005;24735;21255;5412
CoarseList;21;26510;19211;22413;6175
CoarseList;21;23659;20413;19964;4427
CoarseList;21;30953;23528;17527;6262
CoarseList;21;26493;18498;17621;5564
CoarseList;21;24040;17688;16580;5353
CoarseList;21;27653;23606;22385;5338
CoarseList;21;27026;13127;15664;6252
CoarseList;21;26891;19626;19121;6298
CoarseList;21;24617;18315;20693;5431
CoarseList;21;29451;23550;22522;6561
CoarseList (Mean);21;26511;21252;21996;5448
Experiment;Threads;Add;Remove;Contains;Population
CoarseList;24;0;0;0;0
CoarseList;24;33727;29323;32780;5842
CoarseList;24;24024;25498;22383;4395
CoarseList;24;29333;40865;28843;3677
CoarseList;24;27895;34077;34645;4675
CoarseList;24;24885;31363;43608;5066
CoarseList;24;25664;19351;22939;5581
CoarseList;24;19895;23353;34714;4661
CoarseList;24;25369;33736;34636;4162
CoarseList;24;27236;25504;32051;6000
CoarseList;24;25126;19487;21933;6098
CoarseList;24;25159;14692;18387;6253
CoarseList;24;36201;39441;50536;5321
CoarseList;24;19443;23667;45602;3878
CoarseList;24;22015;17548;44369;6271
CoarseList;24;18684;13648;37742;5313
CoarseList;24;19981;16127;39361;5864
CoarseList;24;20748;12827;24901;4813
CoarseList;24;23673;10371;31837;7128
CoarseList;24;15916;9887;30351;6026
CoarseList;24;22419;9530;38439;7166
