sáb mai 11 03:08:59 -03 2019
Experiment;Threads;Add;Remove;Contains;Population
RandomOptimisticList;12;66489;66394;66245;5038
RandomOptimisticList;12;65072;64689;64220;4966
RandomOptimisticList;12;66136;65735;65460;5011
RandomOptimisticList;12;65862;65878;65726;5048
RandomOptimisticList;12;65665;65660;66138;5002
RandomOptimisticList;12;65553;65736;65776;5036
RandomOptimisticList;12;64968;65298;65660;4954
RandomOptimisticList;12;65698;65442;65553;4927
RandomOptimisticList;12;66322;66261;66491;5030
RandomOptimisticList;12;71974;72312;72113;4990
RandomOptimisticList;12;66006;65428;65555;4972
RandomOptimisticList;12;65293;65428;65262;4994
RandomOptimisticList;12;66410;66480;66440;5018
RandomOptimisticList;12;65397;65839;65649;5056
RandomOptimisticList;12;66123;66323;65869;4900
RandomOptimisticList;12;66875;66871;66344;4977
RandomOptimisticList;12;66216;66384;66586;5017
RandomOptimisticList;12;66187;65216;65634;5063
RandomOptimisticList;12;65267;64742;65152;5134
RandomOptimisticList;12;64225;64199;64964;4977
RandomOptimisticList;12;66263;66131;66098;4929
RandomOptimisticList;12;66010;66188;65893;4989
RandomOptimisticList;12;72429;71501;72236;5023
RandomOptimisticList;12;65214;65154;65106;4968
RandomOptimisticList;12;65794;65223;64927;5063
RandomOptimisticList;12;65499;65405;65336;4979
RandomOptimisticList;12;65633;65666;66080;5011
RandomOptimisticList;12;65729;65279;65457;4972
RandomOptimisticList;12;65743;65602;65830;5107
RandomOptimisticList;12;65777;66061;65840;5001
RandomOptimisticList (Mean);12;65076;65062;65097;4917
Experiment;Threads;Add;Remove;Contains;Population
RandomOptimisticList;14;0;0;0;0
RandomOptimisticList;14;60419;59882;60138;5075
RandomOptimisticList;14;71158;71141;71433;5004
RandomOptimisticList;14;65641;65758;66514;4921
RandomOptimisticList;14;66584;66628;66312;4970
RandomOptimisticList;14;66728;67084;67020;5016
RandomOptimisticList;14;66886;66985;66615;5038
RandomOptimisticList;14;66120;66532;66293;5019
RandomOptimisticList;14;66103;66007;66205;4973
RandomOptimisticList;14;66408;66073;66763;5041
RandomOptimisticList;14;66004;65631;65709;4905
RandomOptimisticList;14;66353;66575;66844;4968
RandomOptimisticList;14;66480;66251;66377;5050
RandomOptimisticList;14;66407;66724;66048;4990
RandomOptimisticList;14;73054;72570;72420;4957
RandomOptimisticList;14;66349;65778;66371;5021
RandomOptimisticList;14;66720;66672;66183;4926
RandomOptimisticList;14;66074;65406;65701;5006
RandomOptimisticList;14;66593;67185;66739;4961
RandomOptimisticList;14;66197;66325;65862;5062
RandomOptimisticList;14;66072;66250;66185;5014
RandomOptimisticList;14;66740;66653;67171;5037
RandomOptimisticList;14;66374;66860;66797;4949
RandomOptimisticList;14;67298;67848;67357;5035
RandomOptimisticList;14;65960;66403;66098;5080
RandomOptimisticList;14;66482;66495;66341;4889
RandomOptimisticList;14;71443;71803;71419;4879
RandomOptimisticList;14;68358;68118;68587;5009
RandomOptimisticList;14;66518;66129;65981;5033
RandomOptimisticList;14;66663;66966;67117;5019
RandomOptimisticList;14;67210;67717;66446;4904
RandomOptimisticList;14;66698;66660;66195;5030
RandomOptimisticList;14;66602;66838;66645;4949
RandomOptimisticList;14;66532;66466;66149;4975
RandomOptimisticList;14;66027;66265;66277;5028
RandomOptimisticList;14;66441;66213;66511;5098
RandomOptimisticList;14;66505;66249;66252;5037
RandomOptimisticList;14;66826;66735;66202;5003
RandomOptimisticList;14;66482;66704;66250;4956
RandomOptimisticList;14;73004;73259;73243;4932
RandomOptimisticList;14;66609;66600;66009;5009
RandomOptimisticList;14;67050;67483;66964;4942
RandomOptimisticList;14;67118;67509;67405;4985
RandomOptimisticList;14;66267;65743;66038;5042
RandomOptimisticList;14;66022;65725;65688;5049
RandomOptimisticList;14;66894;66965;66816;4966
RandomOptimisticList;14;66424;66790;66139;4929
RandomOptimisticList;14;66399;66369;66518;4956
RandomOptimisticList;14;66628;66557;66408;4903
RandomOptimisticList;14;66279;66059;65921;4998
RandomOptimisticList;14;65923;65717;65580;4939
RandomOptimisticList;14;72987;74016;73676;5001
RandomOptimisticList;14;66815;66728;66585;4954
RandomOptimisticList;14;66770;66768;66608;4960
RandomOptimisticList;14;65648;65599;65298;4955
RandomOptimisticList;14;66496;66852;67046;4982
RandomOptimisticList;14;67053;67475;66907;5002
RandomOptimisticList;14;66703;66745;66503;5031
RandomOptimisticList;14;66418;66440;66669;4958
RandomOptimisticList;14;66831;67199;66491;4957
RandomOptimisticList;14;65893;66004;66413;5043
RandomOptimisticList (Mean);14;65799;65855;65745;4906
Experiment;Threads;Add;Remove;Contains;Population
RandomOptimisticList;16;0;0;0;0
