sáb mai 11 02:48:56 -03 2019
Experiment;Threads;Add;Remove;Contains;Population
RandomLazyList;6;55196;55184;55082;4900
RandomLazyList;6;55136;55406;55441;4975
RandomLazyList;6;54882;54855;55337;4897
RandomLazyList;6;59176;60223;58985;4984
RandomLazyList;6;54987;55317;55313;5062
RandomLazyList;6;54859;54823;54772;4952
RandomLazyList;6;54791;55200;54762;4983
RandomLazyList;6;54604;53867;54492;5011
RandomLazyList;6;55320;54934;55067;5006
RandomLazyList;6;54656;54494;54209;4962
RandomLazyList;6;59443;59549;59450;4994
RandomLazyList;6;55070;55694;55760;5009
RandomLazyList;6;55533;55391;55063;4987
RandomLazyList;6;54968;54997;55481;5049
RandomLazyList;6;54614;54606;54825;4892
RandomLazyList;6;54857;54257;54777;4930
RandomLazyList;6;55765;55751;55351;4969
RandomLazyList;6;59035;59602;59588;4995
RandomLazyList;6;54667;54878;55203;5036
RandomLazyList;6;54998;55103;54819;5028
RandomLazyList;6;55153;55367;54956;4988
RandomLazyList;6;55314;55488;55406;4939
RandomLazyList;6;54877;54968;55262;5029
RandomLazyList;6;55191;54796;54680;4997
RandomLazyList;6;58619;58651;58534;5047
RandomLazyList;6;55044;54527;55059;5090
RandomLazyList;6;54841;54643;54608;4998
RandomLazyList;6;54791;54471;54465;4914
RandomLazyList;6;54824;54515;54315;5000
RandomLazyList;6;54802;55185;54905;4998
RandomLazyList;6;55438;55291;54820;4978
RandomLazyList;6;59219;59067;58982;4912
RandomLazyList;6;55002;54747;55278;5052
RandomLazyList;6;54479;54057;54805;4984
RandomLazyList;6;54759;54316;54298;5179
RandomLazyList;6;54900;55470;55286;5011
RandomLazyList;6;55168;55509;55215;5012
RandomLazyList;6;55401;55621;55682;5031
RandomLazyList;6;58760;58805;58823;5028
RandomLazyList;6;55152;54494;54422;5010
RandomLazyList;6;54899;54826;54996;4981
RandomLazyList (Mean);6;54684;54634;54648;4913
Experiment;Threads;Add;Remove;Contains;Population
RandomLazyList;8;0;0;0;0
RandomLazyList;8;67270;66548;66811;5016
RandomLazyList;8;64625;65070;65126;5022
RandomLazyList;8;65128;65157;64625;5027
RandomLazyList;8;65704;66449;66564;4981
RandomLazyList;8;65189;64906;65337;5034
RandomLazyList;8;70265;69966;70020;4958
RandomLazyList;8;65011;65563;65199;4998
RandomLazyList;8;64997;65382;64865;4971
RandomLazyList;8;64751;65180;65195;5043
RandomLazyList;8;69178;69745;68952;4978
RandomLazyList;8;66820;67062;66802;4995
RandomLazyList;8;65149;65155;65514;5004
RandomLazyList;8;65295;65608;65494;4960
RandomLazyList;8;65167;65208;64619;4944
RandomLazyList;8;70078;70080;70030;4940
RandomLazyList;8;64736;64359;64347;5029
RandomLazyList;8;65520;65612;66007;5007
RandomLazyList;8;64826;65285;64943;4974
RandomLazyList;8;68639;68536;68729;5071
RandomLazyList;8;66264;66292;65768;4895
RandomLazyList;8;65003;65042;65592;4937
RandomLazyList;8;65671;65292;65563;4980
RandomLazyList;8;65337;64958;65003;4987
RandomLazyList;8;70381;70696;70216;5071
RandomLazyList;8;65177;65112;65638;5019
