sáb mai 11 01:48:33 -03 2019
Experiment;Threads;Add;Remove;Contains;Population
RandomCoarseList;14;20111;20276;19686;5010
RandomCoarseList;14;20160;19941;19930;5062
RandomCoarseList;14;20813;20709;20674;5009
RandomCoarseList;14;20219;20248;19991;4983
RandomCoarseList;14;20906;20937;21123;5050
RandomCoarseList;14;19539;19325;19701;5094
RandomCoarseList;14;20518;20621;20349;5051
RandomCoarseList;14;20531;21033;20861;5024
RandomCoarseList;14;20358;20452;20379;4941
RandomCoarseList;14;20958;20919;20581;5093
RandomCoarseList;14;20807;20753;20923;5003
RandomCoarseList;14;20619;20688;20761;5049
RandomCoarseList;14;21560;21332;21397;5068
RandomCoarseList;14;20152;20186;20375;4949
RandomCoarseList;14;20503;20523;20530;5074
RandomCoarseList;14;20625;20873;20631;4985
RandomCoarseList;14;20895;20639;20718;4996
RandomCoarseList;14;20664;20749;20699;5000
RandomCoarseList;14;21199;21304;21088;4970
RandomCoarseList;14;19946;19653;20008;5060
RandomCoarseList;14;19599;19311;19478;5009
RandomCoarseList;14;20526;20438;20506;5050
RandomCoarseList;14;20980;20929;21163;5020
RandomCoarseList;14;20521;20423;20242;5024
RandomCoarseList;14;21229;20837;21031;5038
RandomCoarseList;14;20209;20398;20562;4930
RandomCoarseList;14;21018;20912;20748;4969
RandomCoarseList;14;21431;21296;21131;4974
RandomCoarseList;14;21525;21416;21233;5020
RandomCoarseList;14;20086;19848;19884;5057
RandomCoarseList;14;21741;21830;21634;4980
RandomCoarseList;14;21054;21051;21322;5047
RandomCoarseList;14;20449;19976;20248;5026
RandomCoarseList;14;20903;20964;20910;4984
RandomCoarseList;14;21027;21289;21247;4976
RandomCoarseList;14;21006;20911;20600;5086
RandomCoarseList;14;21069;21046;20963;5058
RandomCoarseList;14;20758;20658;20607;5113
RandomCoarseList;14;20227;19912;20347;5044
RandomCoarseList;14;19709;19666;19605;5001
RandomCoarseList;14;29435;29345;29203;5007
RandomCoarseList;14;22630;22227;22681;5071
RandomCoarseList;14;22100;21912;21864;4997
RandomCoarseList;14;24287;24328;24307;5016
RandomCoarseList;14;26441;26244;26222;5030
RandomCoarseList;14;22003;22143;22066;4926
RandomCoarseList (Mean);14;20785;20721;20729;4926
Experiment;Threads;Add;Remove;Contains;Population
RandomCoarseList;16;0;0;0;0
RandomCoarseList;16;24737;24634;24632;4910
RandomCoarseList;16;18785;18837;18695;4946
RandomCoarseList;16;19531;19524;19448;5075
RandomCoarseList;16;19988;20065;20025;4941
RandomCoarseList;16;29562;29679;29739;5004
RandomCoarseList;16;23348;23563;23894;4943
RandomCoarseList;16;21576;21295;21352;4968
RandomCoarseList;16;21215;21060;20882;5034
RandomCoarseList;16;20663;20845;20711;5011
RandomCoarseList;16;20627;20696;20719;4992
RandomCoarseList;16;20358;20697;20462;4922
RandomCoarseList;16;20408;20316;20573;4989
RandomCoarseList;16;20781;20636;20847;5013
RandomCoarseList;16;20567;20485;20498;4990
RandomCoarseList;16;21401;21078;21184;5070
RandomCoarseList;16;20436;20462;20621;5020
RandomCoarseList;16;20732;21102;20898;4947
RandomCoarseList;16;21092;20958;21138;5109
RandomCoarseList;16;19725;19363;19551;5074
RandomCoarseList;16;20059;20035;20104;5046
RandomCoarseList;16;20627;20906;20759;4948
RandomCoarseList;16;21386;21394;21401;4976
RandomCoarseList;16;20657;20824;20422;4945
RandomCoarseList;16;21121;21064;21169;5019
RandomCoarseList;16;20501;20359;20660;5052
RandomCoarseList;16;20593;20599;20616;4996
RandomCoarseList;16;19993;20101;20052;4966
RandomCoarseList;16;21822;21925;21829;4938
RandomCoarseList;16;20349;20461;20572;5025
RandomCoarseList;16;21006;20694;21072;5020
RandomCoarseList;16;21395;21539;21151;5063
RandomCoarseList;16;21521;21482;21515;4987
RandomCoarseList;16;21764;21714;22104;5038
RandomCoarseList;16;21624;21447;21390;5006
RandomCoarseList;16;21329;20961;21145;5021
RandomCoarseList;16;20903;21033;20618;4990
RandomCoarseList;16;20980;21174;20905;4984
RandomCoarseList;16;21587;21734;21683;5026
RandomCoarseList;16;20539;20488;20510;4990
RandomCoarseList;16;20943;20699;20929;5047
RandomCoarseList;16;20111;20304;20039;4984
RandomCoarseList;16;20807;20386;20705;5094
RandomCoarseList;16;21795;21914;21823;5007
RandomCoarseList;16;20755;20489;20544;5056
RandomCoarseList;16;20970;20567;20623;5096
RandomCoarseList;16;20633;20957;20923;4959
RandomCoarseList;16;21149;21197;21096;5045
RandomCoarseList;16;20905;20872;20970;5044
